Amit Ray|Life is a collection of moments. Mindfulness is beautification of the moments.
Amit Ray|Collaboration is the essence of life. The wind, bees and flowers work together, to spread the pollen. Mindfulness gives us the opportunity to work with the cosmic collaboration.
Amaka Imani Nkosazana|Time is valuable in life. You can show someone how much you appreciate them by giving your time. A good amount of time goes by each day. Spending time with the ones you love shows them how much you care.
Anthony Liccione|In the horrors of war, please bring me peace.
Matthew Donnelly|Live in the mysterious. Accepting and being fully at peace with not knowing what's going to happen in the future will allow us to be fully present and more peaceful in the present.
Marie Kondō|Quem não consegue tomar decisões em geral não tem confiança em si próprio.
Matthew Donnelly|Either you 'are' in your mind, or you are where you are. Fully present.
Harshit Walia|The meaning of Sannyas is not well defined. Its meaning is not static; it is redefined after short periods of time in the life of a Sannyasi.
Aditya Ajmera|Unexamined thoughts, habits or action may offer some deceptive gain or pleasure but eventually it takes away something most valuable from our life ,which we have ever wished for.
Tamara Rendell|Here,” he said, “I place the man I was aside the man I am now. And we have not the same hope nor thought, yet are one continuous breath from the body of I, Akiyama Akio.
Matthew Donnelly|The 'Mind' in it's nature is conditioned to 'label'. From people, to situations, and circumstances to everything in between. . . When we allow the mind to shut down we let things be as they are.
Matthew Donnelly|Don't get caught in the trap of always "Needing" something. Needing something always projects your mind into the future as if you have it and is the opposite of gratitude. Be content in the present moment.
Evan Sutter|Concentration is like a leash for our mind, keeping it under control and obedient and not giving it too much room to move as it wishes.
Mohit Dhaka|Making your mind your best friend is the most intellectual choice that any man can make
Tom Vanderbilt|Traffic is more of the in between time where we think more about where we are going than where we are at the moment.
Matthew Donnelly|When you're one with being you're one with god.
Daniel St. Clair|When we invoke stillness within our consciousness, we have the power to recover the child we forgot that we once were.
Idowu Koyenikan|Mindless fear is greater than mindful fear.
Rasheed Ogunlaru|The only way to change someone's mind is to connect with them from the heart.
Evita Ochel|Until you realize how easily it is for your mind to be manipulated, you remain the puppet of someone else's game.
Evita Ochel|Fear is what created the monster in the room, and in order to overcome the many problems and enslavements that we have today, it is not about getting rid of the monster, but about getting rid of the fear.
Manprit Kaur|Meditation is the art of silencing the mind so that you may hear the inklings of the Soul.
Lailah Gifty Akita|I have only dwelt in my thoughts.
Evita Ochel|Shed who you think you are, to experience who you really are.
Rasheed Ogunlaru|In life your expectations and disappointments are directly linked. So too is your heartfulness and your contentedness
Miya Yamanouchi|Take notice of what thoughts you choose to fill your mind with each day. Our thoughts draw to us whatever is dominating our mind, so always keep what you are thinking about in check.
C.M. Rayne|The heart can't beat next to a mind full of questions.
Rasheed Ogunlaru|The human mind and what we've achieved with it is remarkable. But it does not come close to what we can do, be, see and heal with our hearts
Sam Harris|That which is aware of sadness is not sad. That which is aware of fear is not fearful. The moment I am lost in thought, however, I'm as confused as anyone else.
Rhonda Byrne|A doença é retida no corpo pelo pensamento, pela observação da doença e pela atenção dada a ela.
Loch Kelly|You are already the awakeness that you seek!
Loch Kelly|The big realization when we go beyond the ego is simply seeing that we've always been ok.
Loch Kelly|We can learn to return home to our open hearts at any moment.
Loch Kelly|Rest as the awareness that is aware without using thought.
Jeffrey A.  White|Mindfulness is intimacy with all things.
Evita Ochel|Shed who you think you are, in order to experience who you really are.
Danny Penman|A sua mente frenética fica mais calma, não por todos os pensamentos terem desaparecido mas porque permite que eles sejam como são. (...) Recordar isto é atenção plena.
Ron Baratono|We all have anger in our hearts at times from past situations or even present. These thoughts hurt one’s self more than anything. Without the effort of washing those thoughts from our minds there can be no inner peace.
Rasheed Ogunlaru|Nothing has value without self worth
Lailah Gifty Akita|We must look deep into our soul daily.
Amit Ray|As the flower blooms in spring, compassion grows in mindfulness.
Banani Ray|Om is the things, Om is the ingredient, Om is the container and the content of this universe.
Stephen Few|To find signals in data, we must learn to reduce the noise - not just the noise that resides in the data, but also the noise that resides in us. It is nearly impossible for noisy minds to perceive anything but noise in data.
Banani Ray|Om is that God of love. Like a loving mother Om cleans us of our clutters collected through many incarnations.
Charnita Arora|You are a miracle. Remind yourself often.
Stephen LaBerge|How often are you aware of your surroundings, really aware? And how often are you merely reacting in the same automatic way as you do in dreams?
Banani Ray|Life is a pilgrimage. Each moment is to be lived in depth, because each moment contains God, hidden within it.
Narissa Doumani|It starts with a single breath and the present moment, but where it takes you is into the vast radiance of your true nature, into a magical, spacious life.
Jon Kabat-Zinn|Mindfulness is a way of befriending ourselves and our experience.
Narissa Doumani|...after much practice and struggle, you come to feel for yourself that enlightenment is not only possible, but in process.
Aditya Ajmera|We must realise that cognitive hygiene is as important subject as oral hygiene for healthy and happy existence.
Shya Kane|If you are satisfied, you bring your satisfaction to the moment and fill the circumstances of your life with that satisfaction. If you are dissatisfied, however, no one and nothing can produce contentment for you.
Russell Eric Dobda|Even just taking 20 seconds to truly appreciate your surroundings makes a world of difference.
Russell Eric Dobda|Be mindful of those who take credit for your success or blame you for their failures.
Mebs Alibhai|To still your mind , first still your tongue.
Sharon Salzberg|Compassion is born out of lovingkindness.. It is born of knowing our oneness, not just thinking about it or wishing it were so. It is born out of the wisdom of seeing things exactly as they are.
Aditya Ajmera|If we do not judge flow of life by the limited human understanding, we will flow through life calmly and effortlessly.
Karen Bohlin|...there is a danger of churning out students who are rapid processors of information but may not necessarily be more reflective, thoughtful, and able to give sustained consideration to the information that matters most.
Sharon Salzberg|The simple act of being completely attentive &amp; present to another person is an act of love, and it fosters unshakeable well-being.
Bernice Morgan|Work, he tells them one night, is a kind of prayer.
Narissa Doumani|The whole present moment was a celebration; it always had been; all I needed was fresh eyes to see it.
Narissa Doumani|Meditation and mindfulness are tools for working with the mind, but where they have led me is to a blossoming of the heart...
Kabira|Success is all about falling in love with one idea!
Ruby Wax|You'll notice that pain isn't solid or constant but rather a series of sensations, sometimes hard, sometimes light, and even sometimes gone altogether
Erin Fall Haskell|To the degree we give power to anything outside ourselves we become powerless
Lailah Gifty Akita|Life’s challenges are inevitable. We have to prepare mentally by renewing our mind with inspiration daily to be able to cope when the situation arise.
Lailah Gifty Akita|If I don’t succeed, I will try again and never stop trying.. When I succeed, I will again explore new opportunities.
Erin Fall Haskell|Deep inside of you is a 'Guru' with the wisdom of the entire Universe!
Christopher Dines|When you can begin to see the similarities between you and your work colleagues in respect of ‘being human’ and the collective challenges we all face, it makes life much easier to deal with, especially when met with overbearing behaviour.
Christopher Dines|Through practising body scan awareness meditation, we can greatly reduce the detrimental effects of stress and make our working lives pleasant and enjoyable.
Jon Kabat-Zinn|...but we're not being educated in how to be, only in how to accomplish. So it's all about acquisition, about getting stuff we don't have...As soon as you realize it's a thought pattern, you can write yourself a restraining order.
Germany Kent|You have to change your thinking if you desire to have a future different from your present.
Lailah Gifty Akita|My love, you are always on my mind. I love you so much.
L.M. Browning|Being connected to everything has disconnected us from ourselves and the preciousness of this present moment.
Vironika Tugaleva|Peace is not the absence of pain, but the welcoming of pain as a teacher.
Lailah Gifty Akita|Countless possibilities exist in any situation. You must maintain a positive outlook to see the miraculous possibilities.
Lailah Gifty Akita|You have the ability to control your thoughts.
Maya Angelou|If you must look back, do so forgivingly. If you must look forward, do so prayerfully. However, the wisest thing you can do is be present in the present... gratefully.
Lailah Gifty Akita|Positive mind-set is vital for surviving hard-times.
Aditya Ajmera|Mind is absolutely competent to harvest anything, it is up to us what we wish to produce!! Illusion, Ignorance or Awareness.
Lailah Gifty Akita|Life is a teacher. We are the student.
Lailah Gifty Akita|Renew your mind with the knowledge on scriptures daily. You will be better equipped to handle any situation.
Vironika Tugaleva|Watch your thoughts, for they will become the words of people you draw to yourself.
Lailah Gifty Akita|Keep dreaming.. You can go as far as you dream.
Neil Hayes|There is a wager that we must all make; for the small stake of some rewarding mental training, we can attain lasting contentment and contribute to a positive outcome for our planet.
Aldous Huxley|Choiceless awareness - at every moment and in all the circumstances of life - is the only effective meditation.
Lailah Gifty Akita|Dwell positive thoughts!
Lailah Gifty Akita|We are strengthening by different experiences in life;. Sad times, happy moments.. Poverty, riches.. Failure, success.. Troubles, good times.. Losing, winning.
Rasheed Ogunlaru|It is one thing doing what you love for a living. It is another thing doing what you love with love
Thich Nhat Hanh|If you have mindfulness, if you feel safe, you recognize that you have plenty of conditions to be happy already, and that you don't need to run into the future in order to get a few more conditions.
T.F. Hodge|Driving in someone elses lane is easy, but remaining in your own seems to be the most challenging self discipline. No matter how big the highway, imagine yours is a singular road traveled in one direction - you're own.
Lailah Gifty Akita|Curiosity fueled our determination to keep questioning.
L.M. Browning|Becoming aware of the dearness in what might otherwise be regarded as mundane is the ultimate form of insight.
Bert McCoy|Be aware of yourself without thinking or looking in the mirror
Zhuangzi|The sage is still not because he takes stillness to be good and therefore is still. The ten thousand things are insufficient to distract his mind - that is the reason he is still.
Lailah Gifty Akita|Happiness is a state of mental,physical and spiritual well-being. Think pleasantly,engaged sport and read daily to enhance your well-being.
Lailah Gifty Akita|Think pleasantly;. Think of how beautiful you are.. Think of the families you are blessed with.. Think of the dreams you have to achieve.
Bert McCoy|what is not true does not exist in this moment.
Lailah Gifty Akita|Keep calm and keep learning.
Lailah Gifty Akita|Let your imagination takes you to where you wish to be.
Lailah Gifty Akita|Hope is the believe that the promised will be fulfilled.
Lailah Gifty Akita|I am the master of my mind. I dwell on positive thoughts.
Nancy L. Kriseman|My caregiver mantra is to remember 'The only control you have is over the changes you choose to make.
T.F. Hodge|Not Eve:. Under any condition, in any situation, a mature woman does not need to be checked by her man. She is not childish, but fully capable of [a] self check if she respects the wisdom given to her by The Most High; her name ain't Eve.
Nancy L. Kriseman|One goal of the mindful caregiver is to find ways to not feel ‘dis-eased’ in the caregiving process.
Nancy L. Kriseman|Caregiving will never be one-size-fits-all.
Lailah Gifty Akita|How could we love books more than money? This is the state of book lovers.
Lailah Gifty Akita|The gift of the moments and its lessons prepares us for a better tomorrow.
Nancy L. Kriseman|Embracing a healing presence requires you to just be in the moment together.
Nancy L. Kriseman|My caregiver mantra is to remember: the only control you have is over the changes you choose to make.
Lailah Gifty Akita|Let your imagination takes you where you want to be.
Lailah Gifty Akita|Hope is the assurance of positive expectations.
Lailah Gifty Akita|Hope, positive wonders.
Lailah Gifty Akita|Feel better, work better.
Nancy L. Kriseman|As your care recipient’s advocate, be involved, don’t accept the status quo, and don’t be afraid to voice your concerns.
Lailah Gifty Akita|Hope is an enthusiastic assurance.
Lailah Gifty Akita|We can only live life when we understand life.
Lailah Gifty Akita|We are inspired by divine power to write.
Magritte|The mind loves the unknown. It loves images whose meaning is unknown, since the meaning of the mind itself is unknown.
Thich Nhat Hanh|Anywhere we go, we will have our self with us; we cannot escape ourselves.
Thich Nhat Hanh|Suffering has many faces. If we discover the roots of one suffering, we are at the same time discovering the roots of others.
Debasish Mridha|Past, I am letting you go; future, I will see you tomorrow; present, I love you, live in you, use you and never let you go.
Vironika Tugaleva|A healthy mind observes and questions itself. This is the path to inner peace and happiness. Don’t believe everything you think.
Vironika Tugaleva|There are few things more destructive than thoughts believed without question.
Charlotte Eriksson|I want people to feel safe around me. Calm and at peace and I want to make people feel accepted. I want to express confidence on my own path, and spread confidence to other people on theirs.
Mary Oliver|I would like people to remember of me, how. inexhaustible was her mindfulness.
Paul Gibbons|Mindfulness requires being a beginner. Setting absurdly high-standards, and being unwilling to be a novice, are the joint enemies of personal progress and change. Nobody benchpresses 100 kilos the first time they enter a gym.
Viktor E. Frankl|Life requires of man spiritual elasticity, so that he may temper his efforts to the chances that are offered.
Chris Matakas|Deep down I believe each of us is a well-spring of understanding and wisdom, but we simply never allow the space or time for this understanding to rise to the level of conscious thought.
Ana Claudia Antunes|My friends think I'm outgoing, but I don't travel as much outside as I do from the inside.
Michael Levy|A person's Acts of #Kindness far outlives their lifespan,for they leave behind a true, meaningful legacy.
Paul Gibbons|Mindfulness promises a great number of desirable benefits, and is based on much more solid research than many competing ideas on how to change people.
Matt Broadway-Horner|Always look at the function, its not what you did but why do you do it? Once you find the why then you walk through another door
Eleanor Brownn|You don’t have to wait until you get to the top of a mountain, to enjoy the view.
Celeste Cooper|Mindfulness describes a "state of becoming" that places the individual beyond judgment and definition.
Molly Friedenfeld|Fear is an illusionary place we travel to in our minds when we allow ourselves to move away from the heart.
Chris Matakas|We see that the vast majority of our suffering is needless, and simply arises from the misidentification with our thinking mind.
Chris Matakas|This is what it means to be mindful. To watch the thoughts as they come and go without judgment while completely accepting what arises in the present moment.
Roma Khetarpal|We can easily teach our kids hot to be kind, compassionate and respectful when we are kind, compassionate and respectful to them.
Vironika Tugaleva|I could not see beauty until I held hands with chaos in silence.
Michael Levy|☺☺ When a man gets to 99, he starts to think, he may only have another 10 years of sexy lovemaking left... Still Smiling At 99. ☺☺
Michael Levy|☺☺ When a man gets you 99, he starts to think, he may only have another 10 years of sexy lovemaking left... Still Smiling At 99. ☺☺
Kamon|Happiness has more to do with giving than taking. Kamon 2015
Gabor Maté|The attempt to escape from pain, is what creates more pain.
Alaric Hutchinson|Unconditional Love is the outer expression of Inner Peace.
Stefan Molyneux|There is no key to open the heart of another - except curiosity.
Stefan Molyneux|Baseless victimhood is usually the last stage before outright aggression.
H.G. Wells|It is good to stop by the track for a space, put aside the knapsack, wipe the brows, and talk a little of the upper slopes of the mountain we think we are climbing, would but the trees let us see it.
Lailah Gifty Akita|Awake my soul.. Awake my spirit.. Awake my desires.. Awake my light.. Awake my mind.. Awake my hope.. Awake my faith.. Awake my love.
Ilchi Lee|The innumerable phenomena of life are temporary manifestations of LifeParticles.Once we know that everything comes and goes in a flux of LifeParticles, we can watch ourselves and the world with tranquility.
Alaric Hutchinson|There is never a reason good enough to be out of alignment with peace.
Enza Vita|What is constant? Is the mind anything more than a conglomeration of thoughts? Where is the mind apart from thought? If there is no thought, can there be a mind? They cancel each other out, do they not?
Dawn Downey|I was unprepared for the firsthand experience of mindfulness. The way that awareness … revealed a sense of well-being right there in the heat of my emotions.
Kelly G. Wilson|Learning to sit with ambiguity can be a very important start at a life liberated from anxiety—and the way to do it is to resist the urge to chase answers to questions that may actually be unanswerable.
Jacob Nordby|We are, all of us, always only one breath or softening of our thought away from an invasion of divine wonder and fresh miracles. Soul waits for any small opening of our hearts to steal into everyday life.
Justin K. McFarlane Beau|I mind the unmindful, but I mind my own mind too. Mine your mind, and mine the minds of others. Mind.. you are mine!
Laura Hanna|Whats on my mind? I think the question is, where is my mind?
Lailah Gifty Akita|I am the master of my mind and fate.
Bryant McGill|Mindfulness is that space where you are in touch with life-experience and you are brightly aware.
Francy Pillo-Blocka|Awareness is bliss.
Charlotte Eriksson|It will not always be easy, but it will always be beautiful.
Janice Marturano|There is no work-life balance. We have one life. What's most important is that you be awake for it.
Oliver Gaspirtz|Happy Endings are an illusion. Real life is filled with brief moments of fleeting happiness, but ultimately every life is a tragedy that ends in death and grief.
Rasheed Ogunlaru|The mind defines, decides, doubts and divides - only the heart truly binds.
Joseph Campbell|Every moment is utterly unique and will not be continued in eternity. This fact gives life its poignancy and should concentrate your attention on what you are experiencing now.
Annika Sorensen|The grass is not 'greener' on the other side – it is just another shade of green.
Annika Sorensen|It is fine to be committed to work, but our minds need time to recover and our bodies need to move.
Annika Sorensen|Feeling good about yourself is the best sleeping pill of all.
Annika Sorensen|We must dare to be true to ourselves – to see ourselves as we really are.
Annika Sorensen|By simply braking down the task into more manageable pieces much can be accomplished in a year.
John Blofeld|In East Asia generally, the notion of a Supreme Being, so essential to Western religions, is replaced by that of a Supreme State of Being, an impersonal perfection from which beings including man are separated only by delusion.
Anna Quindlen|Sometimes I live so much in my mind that I forget what is right before my eyes.
Gyalwa Dokhampa|It is through the filter of our ego that we give meaning to everything we see, touch, hear, taste and feel.
Alexandra Katehakis|Right where you are, the potential of the universe is.
Chris Prentiss|If you feel depressed for an hour, you've produced approximately eighteen billion new cells that have more receptors calling out for depressed-type peptides and fewer calling out for feel-good peptides.
Vironika Tugaleva|There is no transcending our minds, only using them optimally.
Kelly    Martin|Now is the only time you have. Change is happening. Give up your desire to control the world
Diane Keaton|As he stared into the ocean, he must have tossed a lifetime of apologies into its silence. Maybe he thought the tide would wash his troubles away.
Charlotte Eriksson|Sometimes you need to sit lonely on the floor in a quiet room in order to hear your own voice and not let it drown in the noise of others.
Emo Philips|I used to think that the brain was the most wonderful organ in my body. Then I realized who was telling me this.
Thich Nhat Hanh|If I don't understand you, I may be angry at you, all the time. We are not capable of understanding each other, and that is the main source of human suffering.
Stefan Molyneux|The true self is that which is in touch with reality. . The false self is the aspects of your personality that are adapted to threats and no longer consciously recognizes either the adaptation or the threat.
David Levithan|There will always be more questions. Every answer leads to more questions. . The only way to survive is to let some of them go.
Thich Nhat Hanh|We should live every day like people who have just been rescued from the moon.
Walter Wink|The 'peace' the gospel brings is never the absence of conflict, but an ineffable divine reassurance within the heart of conflict; a peace that surpasses understanding.
Sheri Van Dijk|If you’re living in the present...you only have to deal with what’s actually going on in that moment.
Thich Nhat Hanh|The son needs the father to have access to his source, and the father needs the son to have access to the future and the infinite.
Brigid Schulte|What often matters more than the activity we're doing at a moment in time is how we feel about it.
Holly Sprink|We don't practice hospitality to point other people to ourselves, our church, or even our beliefs. We practice hospitality to point people toward the ultimate welcome that God gives every person through Christ.
Jon Kabat-Zinn|Through it all, we attempt to bring balance to the present moment,. understanding that in patience lies wisdom,. knowing that what will come next will be determined in large measure by how we are now.
Rob Brezsny|The fisherman of the Colombian coast must be learned doctors of ethics and morality, for they invented the word sentipensante, or ‘feeling-thinking’ to define language that speaks the truth. Eduardo Galeano
Holly Sprink|Praise be to God that hope is much more than how we feel on a given day. It exists outside of us; it is an entity in itself.
Michael Singer|Everything will be okay as soon as you. are okay with everything. And that’s the. only time everything will be okay.
Holly Sprink|Compassion doesn't arise from the belief that the evil in the world is somebody else's fault or that it is a result of poor choices a suffering person has made.
Kay Ryan|There are high places that don’t invite us, sharp shapes, glacier-scraped faces, whole ranges whose given names slip off. Any such relation as we try to make refuses to take…I’m giddy with thinking where thinking can’t stick.. . No Names
Tony Dovale|Rethink success: Few people will ever discover that the most important business they will ever run.. is their life!
Holly Sprink|If we allow our American mindset of consumption to spill into our understanding of what a Christian is, we are in danger of living irrespective of world family.
Anthony de Mello|There are two ways to wash dishes: One is to wash them in order to make them clean; the other is to wash them in order to wash them.
Línjì Yìxuán|The miracle is not to walk on water. The miracle is to walk on earth.
Sharon Salzberg|We have the power to improve our work lives immeasurably through awareness, compassion, patience &amp; ingenuity.
Sharon Salzberg|In a situation of potential conflict, let compassion guide you.
Sharon Salzberg|Being happy at work is possible for all of us, anytime &amp; anywhere, with open eyes and a caring heart
Sharon Salzberg|Mindfulness helps us to set boundaries by revealing what makes us unhappy &amp; what brings us peace.
Sharon Salzberg|Meditation trains the mind the way physical exercise strengthens the body.
Rajeev Kurapati|The mind confines our outlooks to a mere bundles of desires, pleasures, prejudices, and fears to safeguard the body it inhabits.
Anonymous|In your haste you walk far too fast. And in doing so you often leave your soul behind.
Sharon Salzberg|Distraction wastes our energy, concentration restores it.
Sharon Salzberg|Meditation is not about what's happening, it is about how we're relating to what's happening.
Holly Sprink|We can make our own plans and judge them by our narrow expectations, or we can experience life as the boundless reality of the One who created it.
Holly Sprink|We don't treat Jesus like a puppy, soaking in his excitement over our coming home and then leading him back to stay in the laundry room when we go out to begin another day.
Sharon Salzberg|When we experience dissatisfaction at work, which everyone does we can use our disappointment as fuel to wake up.
Ilchi Lee|Everything in existence undergoes constant change. The things that surround us, even our selves are temporary manifestations of Ki energy.
Vironika Tugaleva|Perhaps the most liberating moment in my life was when I realized that my self-loathing was not a product of my inadequacy but, rather, a product of my thoughts.
Jon Kabat-Zinn|Patience is a form of wisdom. It demonstrates that we understand and accept the fact that sometimes things must unfold in their own time.
Kaiden Blake|Instead of waiting for the right moment, BE the right moment. You won't be ready for anything if you aren't ready to be you.
Brandi L. Bates|Drama does not just walk into our lives. Either we create it, invite it, or associate with it.
Brandi L. Bates|You settle for less, you get less.
Mary Baker Eddy|Happiness is spiritual, born of truth and love.
Brandi L. Bates|Everyone's life changes when they meet their Obi-Wan &amp; their Yoda, or their Morpheus &amp; their Oracle; those who help remove the veil.
Henry David Thoreau|What a man thinks of himself, that it is which determines, or rather indicates, his fate.
Brandi L. Bates|Be selective in your battles...
Meg Wolfe|This is today! What will tomorrow bring? Life arrives and departs on its own schedule, not ours; it's time to travel light, and be ready to go wherever it takes us.
Ursula K. Le Guin|Judgement is poverty.
Michael H. Brooks|With mindfulness there is more to unlearn than there is to learn.
Shamash Alidina|Mindfulness isn’t inherently Eastern, just as electricity isn’t inherently Western. Mindfulness is a quality of presence that’s innate in all human beings.
Brandi L. Bates|Understand: I don't ever want to be equal to any other being. I always want to be greater...in all things, in all circumstances.
Rajeev Kurapati|By way of watching your mind, you will see life beyond a mere set of habits, emotions and beliefs.
Brandi L. Bates|The reason why many people remain on the bottom is because they play to 'not lose', as opposed to playing to win at all costs.
Christopher Dines|Mindfulness does not erase negative memories; it 'transcends' them giving us back our deepest power which resides in our hearts.
Brandi L. Bates|No one is born with equality. We all come here with varying degrees of opportunities, qualities, strengths, weaknesses, IQ, etc.
Eckhart Tolle|Be the silent watcher of your thoughts and behavior. You are beneath the thinker. You are the stillness beneath the mental noise. You are the love and joy beneath the pain.
Brad Blanton|Most of us would rather kill ourselves than be, particularly if who we think we are keeps dying. Many of us do.
Janet Gallagher Nestor|There are as many life missions as there are people. We are all unique. We are all important.
Rasheed Ogunlaru|I've no interest in being thought provoking. Who needs more thoughts. I'd rather go down as one who is thought disposing.
Roger Housden|When the heart opens, we forget ourselves and the world pours in: this world, and also the invisible world of meaning that sustains everything that was and ever shall be.
Janet Gallagher Nestor|As you notice your whole being, your entirety, your wise inner nature, there are messages there for you. Quietly give permission for your wholeness, your entirety, to share its deepest wisdom.
Roger Housden|That is what happens when the heart door opens- you become less yourself than part of everything.' Many are the sentinels who guard that door: our fears, our self-importance, our meanness, our greed, our bitterness, and others.
Janet Gallagher Nestor|Healing is achieved through turning on the light of your soul and allowing it to shine.
Janet Gallagher Nestor|If you love too much, you lose yourself.. If you love too little, you never find yourself.
Anthony Liccione|May your sleep be your death, and your wakefulness be your heaven.
Roger Housden|Love, like everything else, exists in a spectrum. Love of another, love of the world, love of God, all these loves are really one love in different degrees of light and density.
Janet Gallagher Nestor|Our ultimate goal is to be fully present for life. It takes practice
Janet Gallagher Nestor|Most of our healing occurs during quiet moments of rest when we are in contact with unconscious feelings and experiences. I can't imagine life without the peaceful, insightful moments I have during meditation.
Sakyong Mipham|Once I was running and there was someone on the treadmill next to me who stopped running to answer a question I asked and flew of the back of the treadmill. Being fully engaged has many benefits.
Alina Radoi|we are too busy listening to our thoughts that we don't hear the wonderful sounds surrounding us...
Janet Gallagher Nestor|The result of mindful awareness is the development of our virtues, which are the basic positive building blocks of our life.
Runa Magnus|Life is not about what happened yesterday nor what will happen tomorrow,it's about this particular moment!
Janet Gallagher Nestor|Balance is the key to a long and happy life.
Janet Gallagher Nestor|Positive thoughts help us construct a positive life, one thought at a time.
Janet Gallagher Nestor|Dedicate each day to living relaxed and worry-free. Consciously open your heart to the flow of Creation and Creation's energy. By doing so you have the power to create each day, one day at a time.
Cyndi Lee|See if you can approach your own practice with a healthy combination of mindfulness, playfulness, precision, and curiosity
Debra Moffitt|The soul-Self doesn't follow the crowd. It encourages you to speak up when you need to and live by your truth.
Kaiden Blake|Though we are emotional beings, we are not our emotions. Remember this the next time you find yourself struggling.
Jon Kabat-Zinn|The best way to capture moments is to pay attention. This is how we cultivate mindfulness. Mindfulness means being awake. It means knowing what you are doing.
Jon Kabat-Zinn|Just watch this moment, without trying to change it at all. What is happening? What do you feel? What do you see? What do you hear?
Shih-t&#39;ou|I am Not, but the Universe is my Self.
Patti Digh|Create inclusion - with simple mindfulness that others might have a different reality from your own.
C.S. Lewis|I do not think either virginity or old age contemptible, and some of the shrewdest minds I have met inhabited the bodies of old maids.
Lisa Wimberger|You fill a bucket drop by drop. You clear your mind thought by thought. You heal yourself moment by moment. Today I make one drop, clear one thought, and get present to one moment. And then I do it again.
Cynthia Sue Larson|We live in an incredibly dynamic universe that gives us what we wish for, like a waking dream
S. Kelley Harrell|What people resist the most about spiritual healing is changing their minds.
Sally Jo Martine|Pruned my subconscious. Discovered new shoots.
Lisa Wimberger|When we are depleted our giving is empty. Today I take a moment to recharge, fill up with love for my life and all of its character so that I may give from a place of overflowing.
Tara Brach|I was manipulating my inner experience rather than being with what was actually happening.
Sharon Salzberg|Mindfulness is the agent of our freedom. Through mindfulness we arrive at faith we grow in wisdom &amp; we attain equanimity.
T.F. Hodge|My plate is full; I dig that. And I can't be everywhere all the time, but my mind, heart and spirit has no bounds.
Sharon Salzberg|Vulnerability in the face of constant change is what we share, whatever our present condition.
Larry Dossey|[Some scientific] experiments…tell us that what we consider the objective world depends in some measure on our own conscious processes. There is no fixed eternal reality……… true understanding is not to be achieved with the rational mind.
Bryant McGill|Our minds of infinite possibilities have been plowed, seeded and cultivated by every word, institution and sacred belief we hold dear, to produce a foul harvest of exclusion, apathy, brute domination and death.
Mary DeTurris Poust|Our culture tries to convince us on just about every front that more is better. More is a sign of wealth, luxury, power. Gone are the days when meals were moments of connection and conversation; now it’s all about consumption and calories.
Mary DeTurris Poust|Taken slowly, or mindfully, even eating an orange or a bowl of soup, or a small piece of dark chocolate for that matter, can take on the flavor or prayer.
Rasheed Ogunlaru|Peace of mind arrives the moment you come to peace with the contents of your mind.
Pema Chödrön|The very first noble truth of the Buddha points out that suffering is inevitable for human beings as long as we believe that things last—that they don’t disintegrate, that they can be counted on to satisfy our hunger for security.
Rasheed Ogunlaru|Take a walk outside - it will serve you far more than pacing around in your mind.
Jon Kabat-Zinn|For men and women alike, this journey is a the trajectory between birth and death, a human life lived. No one escapes the adventure. We only work with it differently.
Rasheed Ogunlaru|You can not hope to arrive at harmony in your life while stirring up disturbances in anothers...
Rasheed Ogunlaru|We're merely one tree with various types, shapes and sizes of leaves that all wave differently in the breeze
Kelly McGonigal|The is a secret for greater self-control, the science points to one thing: the power of paying attention.
Peter Heller|How you refill. Lying there. Something like happiness, just like water, pure and clear pouring in. So good you don’t even welcome it, it runs through you in a bright stream, as if it has been there all along.
Rasheed Ogunlaru|The greatest gift you can give (yourself or anyone else) is just being present
Pema Chödrön|If your mind is expansive and unfettered, you will find yourself in a more accommodating world, a place that's endlessly interesting and alive. That quality isn't inherent in the place but in your state of mind.
Thich Nhat Hanh|Mindfulness is like that—it is the miracle which can call back in a flash our dispersed mind and restore it to wholeness so that we can live each minute of life.
Rasheed Ogunlaru|The world is already yours - why try to conquer it?
Will Schwalbe|...mindfulness - it isn't a trick or a gimmick. It's being present in the moment. When I'm with you, I'm with you. Right now. That's all. No more and no less.
Rasheed Ogunlaru|You cannot pour more water into a full cup without causing a spillage.
Marcus Aurelius|How good it is, when you have roast meat or suchlike foods before you, to impress on your mind that this is the dead body of a fish, this the dead body of a bird or pig.
Ken Kesey|In any given situation there will always be more dumb people than smart people. We ain't many!
Shamash Alidina|In mindfulness, acceptance always comes first, change comes after.
Katerina Stoykova-Klemer|Unfortunately, nothing can protect you from the thoughts in your own head.
David W. Jones|Full minds create chaos.
Leo Babauta|On the topic of exercise, "It's just as important as brushing your teeth everyday, more important than watching TV or reading online or answering email. Make time for something so crucial to a good life.
